Text,Category,Label,KG_Sent1,KG_Sent2
"RT @TeamPelosi: No, Trump didn’t save preexisting conditions 👇👇

""People with preexisting medical problems have health insurance protection…",medical,2,"RT @TeamPelosi: No, Trump didn’t save preexisting conditions 👇👇 ""People with preexisting medical problems have health insurance protection…","RT @TeamPelosi: No, Trump didn’t save preexisting conditions 👇👇 ""People with preexisting medical problems have health insurance protection…"
"[Interview #2] NU'EST Baekho Mini Concert Spoiler?! Carefully Writes Chi... https://t.co/Ke8Bn85VHX 

คุณMC คือตลกก… https://t.co/fFsT6K5a1t",entertainment,1,[Interview #2] NU'EST Baekho Mini Concert Spoiler?! Carefully Writes Chi...(Book by Napoleon Hill) https://t.co/Ke8Bn85VHX คุณMC คือตลกก… https://t.co/fFsT6K5a1t,[Interview #2] NU'EST Baekho Mini Concert Spoiler?! Book by Napoleon Hill https://t.co/Ke8Bn85VHX คุณMC คือตลกก… https://t.co/fFsT6K5a1t
#Putin to make sweeping changes in Russian Government - is sh$+ about to hit fan? https://t.co/mk0qcjDM49 #russia #politics #war #trump,politics,3,#Putin(Russian President) to make sweeping changes in Russian Government - is sh$+ about to hit fan? https://t.co/mk0qcjDM49 #russia #politics #war #trump,#Russian President to make sweeping changes in Russian Government - is sh$+ about to hit fan? https://t.co/mk0qcjDM49 #russia #politics #war #trump
@AceHighWifi @wightman Exactly. The politics of climate change are predicated on the flawed notion that things shou… https://t.co/TLOHqmAD9m,politics,3,@AceHighWifi @wightman Exactly. The politics of climate change are predicated on the flawed notion that things shou… https://t.co/TLOHqmAD9m,@AceHighWifi @wightman Exactly. The politics of climate change are predicated on the flawed notion that things shou… https://t.co/TLOHqmAD9m
"RT @atptour: A few days ago, Deb was fighting the Australian bushfires. Today she’s playing doubles with her favourite tennis player. 🤗❤️…",sports,0,"RT @atptour: A few days ago, Deb(American singer-songwriter) was fighting the Australian bushfires. Today she’s playing doubles with her favourite tennis player. 🤗❤️…","RT @atptour: A few days ago, American singer-songwriter was fighting the Australian bushfires. Today she’s playing doubles with her favourite tennis player. 🤗❤️…"
"This is a question @ThatEricAlper should ask...What is the weirdest concert you've ever been to?

I saw Dave Matthe… https://t.co/PIEwRt82uz",entertainment,1,This is a question @ThatEricAlper should ask...What is the weirdest concert you've ever been to? I saw Dave Matthe(Singer)… https://t.co/PIEwRt82uz,This is a question @ThatEricAlper should ask...What is the weirdest concert you've ever been to? I saw Singer… https://t.co/PIEwRt82uz
"Congratulations to @chscampusnews! ""Gomez’s ‘Rare’ fails to live up to title"" has just been published on Best of SN… https://t.co/Mu7fQ8U4kR",entertainment,1,"Congratulations to @chscampusnews! ""Gomez(American singer)’s ‘Rare’ fails to live up to title"" has just been published on Best of SN(Chemical element)… https://t.co/Mu7fQ8U4kR","Congratulations to @chscampusnews! ""American singer’s ‘Rare’ fails to live up to title"" has just been published on Best of Chemical element… https://t.co/Mu7fQ8U4kR"
RT @Normanjam67: Damien Green explicitly stating that the poor will now have to rely on charity to survive in one of the so called richest…,politics,3,RT @Normanjam67: Damien Green(Member of Parliament of the United Kingdom) explicitly stating that the poor will now have to rely on charity to survive in one of the so called richest…,RT @Normanjam67: Member of Parliament of the United Kingdom explicitly stating that the poor will now have to rely on charity to survive in one of the so called richest…
RT @CFCNewsReport: Inter have found an agreement with Chelsea for Olivier Giroud. €4.5m plus adds on and a contract until 2022 for the Fren…,medical,2,RT @CFCNewsReport: Inter have found an agreement with Chelsea(Football club) for Olivier Giroud. €4.5m plus adds on and a contract until 2022 for the Fren…,RT @CFCNewsReport: Inter have found an agreement with Football club for Olivier Giroud. €4.5m plus adds on and a contract until 2022 for the Fren…
"RT @softyoj: What Zombies like @ItsMutai dont know is @AbabuNamwamba is renowned professional, American trained attorney with international…",politics,3,"RT @softyoj: What Zombies like @ItsMutai dont know is @AbabuNamwamba is renowned professional, American trained attorney with international…","RT @softyoj: What Zombies like @ItsMutai dont know is @AbabuNamwamba is renowned professional, American trained attorney with international…"
RT @AdamParkhomenko: Robert Hyde “was then involuntarily confined in a medical facility.”,medical,2,RT @AdamParkhomenko: Robert Hyde(American businessman) “was then involuntarily confined in a medical facility.”,RT @AdamParkhomenko: American businessman “was then involuntarily confined in a medical facility.”
RT @TomFitton: So docs confirm Ukraine prosecutor had docs on Burisma's payments to Biden? And @RealDonaldTrump is being impeached? https:/…,politics,3,RT @TomFitton: So docs confirm Ukraine prosecutor had docs on Burisma(Holding company)'s payments to Biden(Former Vice President of the United States)? And @RealDonaldTrump is being impeached? https:/…,RT @TomFitton: So docs confirm Ukraine prosecutor had docs on Holding company's payments to Former Vice President of the United States? And @RealDonaldTrump is being impeached? https:/…
"RT @desertfoxtwt: ILANG BESES KO BANG SASABIHIN NA WAG KAYO SUMUKO? I KNOW ITS HARD COZ I ALSO ATTACHED MYSELF WITH X1, I SAW MYSELF GOING…",entertainment,1,"RT @desertfoxtwt: ILANG BESES KO BANG SASABIHIN NA WAG KAYO SUMUKO? I KNOW ITS HARD COZ I ALSO ATTACHED MYSELF WITH X1, I SAW MYSELF GOING…","RT @desertfoxtwt: ILANG BESES KO BANG SASABIHIN NA WAG KAYO SUMUKO? I KNOW ITS HARD COZ I ALSO ATTACHED MYSELF WITH X1, I SAW MYSELF GOING…"
and then on the third day.. tennis court by lorde came out,sports,0,and then on the third day.. tennis court by lorde came out,and then on the third day.. tennis court by lorde came out
@daniel86cricket @OfficialSLC i think bcci has forced sl cricket board to create a easy team to win...what did you say  😂😂😂😂😂?,sports,0,@daniel86cricket @OfficialSLC i think bcci has forced sl cricket board(Cricket administrative body) to create a easy team to win...what did you say 😂😂😂😂😂?,@daniel86cricket @OfficialSLC i think bcci has forced Cricket administrative body to create a easy team to win...what did you say 😂😂😂😂😂?
"RT @no_phux: Sweeney, making calls in politics like the head of the Mafia!Threats, bullying and threatening war on children!This is someone…",politics,3,"RT @no_phux: Sweeney, making calls in politics like the head of the Mafia!Threats, bullying and threatening war on children!This is someone…","RT @no_phux: Sweeney, making calls in politics like the head of the Mafia!Threats, bullying and threatening war on children!This is someone…"
"RT @BriansNewHeart: There needs to be an immediate investigation into members of Congress, Justice &amp; WH &amp; their use of @WhatsApp!

Release…",politics,3,"RT @BriansNewHeart: There needs to be an immediate investigation into members of Congress, Justice &amp; WH &amp; their use of @WhatsApp(Mobile application)! Release…","RT @BriansNewHeart: There needs to be an immediate investigation into members of Congress, Justice &amp; WH &amp; their use of Mobile application! Release…"
"RT @SpeaksAngie: I don’t just warn about neoliberal identity politics to be edgy, I do it because it is the noose that liberals are going t…",politics,3,"RT @SpeaksAngie: I don’t just warn about neoliberal identity politics to be edgy, I do it because it is the noose that liberals are going t…","RT @SpeaksAngie: I don’t just warn about neoliberal identity politics to be edgy, I do it because it is the noose that liberals are going t…"
"The CCAC has a wide variety of amenities! From gymnastics, to tennis and pickleball, to lap swim and SO MUCH MORE.… https://t.co/avs7hKRd7p",sports,0,"The CCAC(Automobile manufacturer) has a wide variety of amenities! From gymnastics, to tennis and pickleball, to lap swim and SO MUCH MORE.… https://t.co/avs7hKRd7p","The Automobile manufacturer has a wide variety of amenities! From gymnastics, to tennis and pickleball, to lap swim and SO MUCH MORE.… https://t.co/avs7hKRd7p"
"RT @washingtonpost: Analysis: With an impeachment trial looming, new evidence that Trump sought personal benefit in Ukraine https://t.co/hA…",politics,3,"RT @washingtonpost: Analysis: With an impeachment trial looming, new evidence that Trump sought personal benefit in Ukraine https://t.co/hA…","RT @washingtonpost: Analysis: With an impeachment trial looming, new evidence that Trump sought personal benefit in Ukraine https://t.co/hA…"
@AaronFinch5 Your Australian cricket team washed our Indian team as if we Indians had set fire to the forests of yo… https://t.co/bbrNKJe4Nr,sports,0,@AaronFinch5 Your Australian cricket team washed our Indian team as if we Indians had set fire to the forests of yo… https://t.co/bbrNKJe4Nr,@AaronFinch5 Your Australian cricket team washed our Indian team as if we Indians had set fire to the forests of yo… https://t.co/bbrNKJe4Nr
"RT @maddow: ""There is no indication that embassy employees were warned of a credible threat, and the State Department did not respond to qu…",politics,3,"RT @maddow: ""There is no indication that embassy employees were warned of a credible threat, and the State Department(State agency) did not respond to qu…","RT @maddow: ""There is no indication that embassy employees were warned of a credible threat, and State agency did not respond to qu…"
"RT @ddsportschannel: Ben Stokes has been named the ICC player of the year 

#Cricket #ICCAwards https://t.co/6xNkqO6eTO",sports,0,RT @ddsportschannel: Ben Stokes(Cricketer) has been named the ICC player of the year #Cricket #ICCAwards https://t.co/6xNkqO6eTO,RT @ddsportschannel: Cricketer has been named the ICC player of the year #Cricket #ICCAwards https://t.co/6xNkqO6eTO
#MakeItHappenWithYou was so amazing movie 😍,entertainment,1,#MakeItHappenWithYou was so amazing movie 😍,#MakeItHappenWithYou was so amazing movie 😍
"@chocopjw Cun, let's go to Treasure concert together ,😂😂",entertainment,1,"@chocopjw Cun, let's go to Treasure concert together ,😂😂","@chocopjw Cun, let's go to Treasure concert together ,😂😂"
"RT @selectedwisdom: To win the game, dominate the system, then just keep changing the system to own the game. Authoritarian playbook.",politics,3,"RT @selectedwisdom: To win the game, dominate the system, then just keep changing the system to own the game. Authoritarian playbook.","RT @selectedwisdom: To win the game, dominate the system, then just keep changing the system to own the game. Authoritarian playbook."
@SAWasteland To me Endgame was by far the best movie and I'm not alone it did become the biggest movie ever for a r… https://t.co/2ZWQcUgY5b,entertainment,1,@SAWasteland To me Endgame was by far the best movie and I'm not alone it did become the biggest movie ever for a r… https://t.co/2ZWQcUgY5b,@SAWasteland To me Endgame was by far the best movie and I'm not alone it did become the biggest movie ever for a r… https://t.co/2ZWQcUgY5b
Today I visited the library in the small town I grew up in. Some things never change; you'll always find medical st… https://t.co/yPDWYxb4dY,medical,2,Today I visited the library in the small town I grew up in. Some things never change; you'll always find medical st… https://t.co/yPDWYxb4dY,Today I visited the library in the small town I grew up in. Some things never change; you'll always find medical st… https://t.co/yPDWYxb4dY
"RT @ddsportschannel: Virat Kohli named captain of ICC's ODI and Test teams of the Year

The test team featured double-centurion Mayank Agar…",sports,0,RT @ddsportschannel: Virat Kohli(Indian cricketer) named captain of ICC(Conference)'s ODI(Indian state) and Test teams of the Year The test team featured double-centurion Mayank Agar…,RT @ddsportschannel: Indian cricketer named captain of Conference's Indian state and Test teams of the Year The test team featured double-centurion Mayank Agar…
On that last retweet: Something often happens to even those who grew up poor/working class when they enter politics… https://t.co/HZgW9B4rX6,politics,3,On that last retweet: Something often happens to even those who grew up poor/working class when they enter politics… https://t.co/HZgW9B4rX6,On that last retweet: Something often happens to even those who grew up poor/working class when they enter politics… https://t.co/HZgW9B4rX6
ICE officials continued to separate parents&amp;children crossing the border when there are concerns about parentage Th… https://t.co/UejQCyypMI,medical,2,ICE(Drug) officials continued to separate parents&amp;children crossing the border when there are concerns about parentage Th(German state)… https://t.co/UejQCyypMI,Drug officials continued to separate parents&amp;children crossing the border when there are concerns about parentage German state… https://t.co/UejQCyypMI
"RT @guardian: Labour leadership contest: Party should have defended free movement, says Lisa Nandy – live news https://t.co/WbdpXfEGpC",politics,3,"RT @guardian: Labour leadership contest: Party should have defended free movement, says Lisa Nandy(Member of Parliament of the United Kingdom) – live news https://t.co/WbdpXfEGpC","RT @guardian: Labour leadership contest: Party should have defended free movement, says Member of Parliament of the United Kingdom – live news https://t.co/WbdpXfEGpC"
